Id,Category
321335,agreed
321336,agreed
321334,agreed
321338,agreed
321337,agreed
321333,agreed
321331,agreed
321341,unrelated
321342,unrelated
321339,agreed
321340,agreed
321343,unrelated
321344,disagreed
321348,unrelated
321346,unrelated
321345,unrelated
321349,agreed
321352,agreed
321355,unrelated
321354,unrelated
321351,unrelated
321353,unrelated
321350,agreed
321347,unrelated
321356,unrelated
321357,unrelated
321358,unrelated
321359,agreed
321360,disagreed
321361,disagreed
321363,unrelated
321364,agreed
321362,unrelated
321365,unrelated
321366,agreed
321369,agreed
321368,unrelated
321367,agreed
321372,agreed
321370,agreed
321373,agreed
321371,agreed
321374,unrelated
321375,unrelated
321377,agreed
321376,unrelated
321378,agreed
321379,agreed
321380,agreed
321381,agreed
321382,agreed
321383,agreed
321384,agreed
321385,agreed
321386,agreed
321387,agreed
321389,agreed
321388,agreed
321391,unrelated
321390,agreed
321392,disagreed
321393,unrelated
321395,unrelated
321397,unrelated
321396,unrelated
321394,unrelated
321399,unrelated
321398,disagreed
321400,unrelated
321402,unrelated
321403,unrelated
321401,unrelated
321404,unrelated
321406,unrelated
321409,unrelated
321408,unrelated
321405,unrelated
321407,unrelated
321411,unrelated
321410,unrelated
321412,unrelated
321413,unrelated
321414,unrelated
321417,unrelated
321415,unrelated
321416,unrelated
321420,unrelated
321418,disagreed
321419,unrelated
321422,unrelated
321421,unrelated
321425,unrelated
321423,unrelated
321424,unrelated
321427,unrelated
321430,disagreed
321426,unrelated
321429,unrelated
321431,unrelated
321432,unrelated
321428,unrelated
321435,unrelated
321436,unrelated
321433,unrelated
321434,unrelated
321437,unrelated
321438,unrelated
321439,unrelated
321441,unrelated
321440,unrelated
321442,unrelated
321445,disagreed
321443,unrelated
321446,unrelated
321447,unrelated
321444,unrelated
321450,unrelated
321451,agreed
321449,agreed
321448,unrelated
321452,agreed
321453,disagreed
321454,disagreed
321456,unrelated
321457,unrelated
321455,disagreed
321458,disagreed
321460,disagreed
321461,disagreed
321459,disagreed
321466,unrelated
321465,unrelated
321462,unrelated
321463,agreed
321464,unrelated
321468,unrelated
321470,agreed
321471,agreed
321469,disagreed
321472,unrelated
321474,unrelated
321475,agreed
321467,agreed
321476,agreed
321473,agreed
321481,unrelated
321477,agreed
321478,agreed
321479,disagreed
321480,agreed
321482,unrelated
321484,unrelated
321483,unrelated
321488,unrelated
321489,unrelated
321487,disagreed
321490,unrelated
321485,disagreed
321491,disagreed
321493,agreed
321492,disagreed
321497,disagreed
321495,unrelated
321496,disagreed
321494,unrelated
321498,unrelated
321486,disagreed
321499,disagreed
321500,disagreed
321501,unrelated
321502,disagreed
321506,agreed
321503,unrelated
321504,unrelated
321505,unrelated
321507,unrelated
321509,disagreed
321511,unrelated
321508,disagreed
321510,unrelated
321513,unrelated
321514,unrelated
321512,agreed
321516,unrelated
321517,agreed
321518,unrelated
321519,unrelated
321520,unrelated
321515,unrelated
321523,unrelated
321522,agreed
321521,unrelated
321524,unrelated
321525,unrelated
321526,agreed
321529,unrelated
321528,unrelated
321527,unrelated
321532,unrelated
321531,unrelated
321530,agreed
321533,unrelated
321534,agreed
321535,agreed
321536,agreed
321537,unrelated
321538,unrelated
321541,agreed
321540,unrelated
321543,unrelated
321545,unrelated
321542,agreed
321539,agreed
321544,unrelated
321546,agreed
321549,unrelated
321547,agreed
321550,unrelated
321552,unrelated
321554,unrelated
321548,agreed
321551,agreed
321553,unrelated
321555,unrelated
321556,unrelated
321561,agreed
321560,unrelated
321559,agreed
321557,agreed
321558,agreed
321563,agreed
321564,unrelated
321562,unrelated
321566,agreed
321568,agreed
321565,agreed
321570,agreed
321573,agreed
321572,agreed
321574,unrelated
321569,unrelated
321571,unrelated
321567,unrelated
321575,unrelated
321576,agreed
321577,agreed
321578,unrelated
321581,agreed
321579,unrelated
321582,agreed
321583,agreed
321580,agreed
321584,agreed
321586,unrelated
321585,unrelated
321587,unrelated
321588,disagreed
321591,agreed
321593,agreed
321592,unrelated
321590,unrelated
321596,unrelated
321594,agreed
321595,unrelated
321589,unrelated
321597,unrelated
321598,unrelated
321604,unrelated
321599,unrelated
321606,unrelated
321603,agreed
321600,unrelated
321601,unrelated
321602,unrelated
321607,unrelated
321605,unrelated
321608,unrelated
321609,agreed
321610,agreed
321611,agreed
321615,agreed
321613,unrelated
321612,agreed
321614,agreed
321617,unrelated
321616,agreed
321618,agreed
321619,agreed
321620,agreed
321624,unrelated
321621,agreed
321625,agreed
321626,unrelated
321622,agreed
321627,agreed
321628,agreed
321623,agreed
321630,unrelated
321633,unrelated
321629,agreed
321631,agreed
321632,unrelated
321636,agreed
321637,agreed
321635,agreed
321634,unrelated
321638,agreed
321640,agreed
321642,agreed
321639,agreed
321643,unrelated
321644,agreed
321641,unrelated
321645,agreed
321646,agreed
321647,agreed
321648,agreed
321650,agreed
321652,agreed
321651,agreed
321649,agreed
321654,agreed
321653,agreed
321655,agreed
321658,agreed
321659,agreed
321656,unrelated
321660,agreed
321661,agreed
321657,agreed
321662,unrelated
321663,unrelated
321664,agreed
321665,agreed
321667,unrelated
321668,agreed
321666,agreed
321669,unrelated
321670,unrelated
321671,agreed
321674,agreed
321675,unrelated
321673,unrelated
321678,agreed
321679,agreed
321680,unrelated
321672,unrelated
321676,agreed
321677,agreed
321681,agreed
321682,agreed
321685,agreed
321686,unrelated
321683,agreed
321689,agreed
321684,unrelated
321688,unrelated
321687,unrelated
321690,agreed
321692,agreed
321695,unrelated
321691,agreed
321693,agreed
321694,agreed
321697,unrelated
321696,unrelated
321700,agreed
321699,unrelated
321698,unrelated
321702,unrelated
321701,agreed
321704,agreed
321705,agreed
321703,unrelated
321706,unrelated
321709,unrelated
321707,unrelated
321711,agreed
321708,unrelated
321710,agreed
321712,agreed
321713,unrelated
321714,unrelated
321715,unrelated
321716,agreed
321718,unrelated
321717,unrelated
321723,unrelated
321720,unrelated
321719,agreed
321724,unrelated
321721,agreed
321722,agreed
321725,unrelated
321726,unrelated
321728,unrelated
321727,agreed
321729,unrelated
321730,unrelated
321731,unrelated
321734,agreed
321732,unrelated
321736,unrelated
321733,agreed
321735,unrelated
321742,agreed
321744,unrelated
321739,unrelated
321738,agreed
321743,unrelated
321740,agreed
321737,unrelated
321745,agreed
321741,unrelated
321746,unrelated
321747,unrelated
321748,agreed
321753,unrelated
321749,agreed
321752,unrelated
321755,unrelated
321754,unrelated
321750,agreed
321751,agreed
321757,agreed
321756,unrelated
321762,unrelated
321764,agreed
321763,unrelated
321766,agreed
321767,agreed
321765,agreed
321772,agreed
321769,agreed
321768,agreed
321773,agreed
321775,unrelated
321774,agreed
321771,agreed
321776,unrelated
321777,unrelated
321770,unrelated
321778,unrelated
321779,unrelated
321782,unrelated
321780,unrelated
321781,agreed
321783,unrelated
321784,unrelated
321785,agreed
321786,unrelated
321787,agreed
321791,agreed
321793,agreed
321788,disagreed
321790,agreed
321792,agreed
321794,agreed
321795,agreed
321789,disagreed
321798,agreed
321801,agreed
321803,agreed
321797,agreed
321799,agreed
321800,agreed
321802,agreed
321796,agreed
321804,agreed
321805,agreed
321806,agreed
321808,agreed
321807,agreed
321809,agreed
321810,agreed
321811,agreed
321812,agreed
321814,agreed
321815,agreed
321813,agreed
321819,agreed
321816,agreed
321821,agreed
321818,agreed
321823,agreed
321817,agreed
321822,agreed
321820,agreed
321824,unrelated
321827,unrelated
321825,unrelated
321826,unrelated
321831,unrelated
321830,unrelated
321828,unrelated
321832,unrelated
321834,agreed
321833,agreed
321829,unrelated
321835,unrelated
321837,unrelated
321838,unrelated
321840,unrelated
321836,agreed
321839,agreed
321843,agreed
321845,unrelated
321846,unrelated
321847,agreed
321842,agreed
321841,unrelated
321848,agreed
321844,disagreed
321850,agreed
321852,disagreed
321851,unrelated
321849,unrelated
321853,agreed
321855,unrelated
321854,unrelated
321856,unrelated
321857,unrelated
321859,agreed
321858,agreed
321860,unrelated
321863,unrelated
321861,unrelated
321864,unrelated
321862,unrelated
321865,unrelated
321867,unrelated
321868,unrelated
321869,unrelated
321866,unrelated
321871,unrelated
321875,agreed
321870,unrelated
321874,unrelated
321876,unrelated
321873,unrelated
321872,agreed
321879,unrelated
321877,agreed
321880,agreed
321881,unrelated
321882,agreed
321886,agreed
321884,agreed
321885,agreed
321883,agreed
321888,agreed
321887,agreed
321889,agreed
321890,agreed
321894,agreed
321893,agreed
321891,agreed
321892,agreed
321878,unrelated
321895,agreed
321896,agreed
321898,agreed
321897,agreed
321901,agreed
321899,agreed
321900,agreed
321902,agreed
321906,agreed
321903,agreed
321904,unrelated
321907,unrelated
321908,agreed
321905,agreed
321909,agreed
321910,unrelated
321911,agreed
321912,agreed
321913,agreed
321914,agreed
321915,agreed
321916,agreed
321920,agreed
321917,agreed
321919,agreed
321922,agreed
321918,agreed
321921,agreed
321924,agreed
321923,agreed
321925,agreed
321926,agreed
321929,agreed
321928,unrelated
321927,agreed
321931,agreed
321933,agreed
321930,agreed
321932,agreed
321935,agreed
321934,unrelated
321937,agreed
321936,agreed
321938,agreed
321939,agreed
321940,agreed
321942,agreed
321943,agreed
321944,agreed
321941,agreed
321945,agreed
321947,agreed
321948,agreed
321949,agreed
321946,agreed
321952,agreed
321953,agreed
321951,agreed
321956,agreed
321955,unrelated
321954,agreed
321957,unrelated
321958,agreed
321961,agreed
321959,unrelated
321960,agreed
321962,agreed
321964,agreed
321966,unrelated
321967,agreed
321971,unrelated
321969,unrelated
321968,agreed
321965,unrelated
321950,agreed
321963,unrelated
321972,unrelated
321970,unrelated
321973,agreed
321975,agreed
321974,agreed
321978,unrelated
321977,unrelated
321976,agreed
321981,unrelated
321979,unrelated
321982,agreed
321980,unrelated
321983,agreed
321984,agreed
321985,agreed
321986,unrelated
321987,agreed
321988,agreed
321992,unrelated
321991,unrelated
321989,unrelated
321993,unrelated
321990,agreed
321994,unrelated
321997,agreed
321995,unrelated
321998,unrelated
322001,agreed
321996,unrelated
322000,unrelated
322002,agreed
322004,agreed
321999,unrelated
322003,unrelated
322006,agreed
322005,unrelated
322008,agreed
322007,unrelated
322010,agreed
322009,unrelated
322012,agreed
322011,agreed
322013,agreed
322017,unrelated
322015,unrelated
322016,agreed
322018,agreed
322014,agreed
322020,agreed
322019,unrelated
322021,agreed
322023,unrelated
322022,unrelated
322027,agreed
322025,unrelated
322029,agreed
322028,agreed
322031,agreed
322024,unrelated
322030,unrelated
322026,unrelated
322032,agreed
322033,agreed
322034,agreed
322035,unrelated
322037,agreed
322036,agreed
322038,agreed
322040,agreed
322039,agreed
322041,agreed
322042,unrelated
322044,agreed
322043,agreed
322045,agreed
322048,agreed
322051,agreed
322047,agreed
322046,unrelated
322050,agreed
322052,agreed
322049,agreed
322053,agreed
322054,agreed
322056,agreed
322057,agreed
322055,agreed
322058,agreed
322059,agreed
322060,agreed
322061,agreed
322062,agreed
322064,agreed
322063,agreed
322066,unrelated
322067,agreed
322068,agreed
322065,agreed
322070,agreed
322071,agreed
322069,agreed
322072,unrelated
322074,agreed
322073,agreed
322077,agreed
322075,agreed
322076,agreed
322078,agreed
322079,agreed
322082,agreed
322081,agreed
322080,agreed
322084,unrelated
322083,unrelated
322088,agreed
322086,agreed
322085,agreed
322087,agreed
322089,unrelated
322093,agreed
322091,unrelated
322094,unrelated
322097,agreed
322092,agreed
322090,agreed
322095,unrelated
322096,unrelated
322100,agreed
322098,agreed
322099,agreed
322101,agreed
322103,agreed
322104,unrelated
322105,agreed
322102,agreed
322106,agreed
322107,agreed
322109,agreed
322108,agreed
322111,agreed
322110,agreed
322112,agreed
322114,agreed
322115,unrelated
322113,agreed
322116,unrelated
322119,unrelated
322118,unrelated
322117,unrelated
322121,agreed
322122,agreed
322123,agreed
322124,agreed
322120,agreed
322126,agreed
322128,unrelated
322125,agreed
322130,agreed
322131,agreed
322127,unrelated
322129,agreed
322134,unrelated
322133,unrelated
322132,agreed
322135,unrelated
322137,agreed
322139,unrelated
322141,agreed
322136,unrelated
322138,agreed
322142,unrelated
322143,agreed
322144,agreed
322140,agreed
322146,unrelated
322147,unrelated
322148,unrelated
322145,agreed
322149,agreed
322151,agreed
322152,unrelated
322150,agreed
322153,agreed
322154,agreed
322155,agreed
322156,agreed
322157,agreed
322160,agreed
322161,unrelated
322158,agreed
322162,unrelated
322159,agreed
322163,agreed
322166,agreed
322164,unrelated
322165,unrelated
322168,unrelated
322167,agreed
322171,unrelated
322173,unrelated
322170,agreed
322169,agreed
322172,disagreed
322176,unrelated
322174,unrelated
322175,unrelated
322177,unrelated
322178,unrelated
322179,agreed
322180,agreed
322183,unrelated
322181,agreed
322182,agreed
322186,unrelated
322185,unrelated
322184,agreed
322187,unrelated
322188,agreed
322191,agreed
322190,agreed
322192,agreed
322189,agreed
322193,unrelated
322195,unrelated
322196,agreed
322197,unrelated
322194,unrelated
322200,agreed
322199,agreed
322198,agreed
322202,unrelated
322203,agreed
322201,agreed
322204,agreed
322206,unrelated
322205,unrelated
322207,agreed
322209,agreed
322210,agreed
322211,agreed
322208,unrelated
322212,agreed
322214,agreed
322213,agreed
322215,unrelated
322218,agreed
322217,unrelated
322216,disagreed
322220,unrelated
322221,unrelated
322219,unrelated
322222,agreed
322224,unrelated
322223,unrelated
322225,unrelated
322229,unrelated
322226,unrelated
322233,unrelated
322230,agreed
322227,unrelated
322232,unrelated
322231,unrelated
322228,agreed
322234,unrelated
322239,agreed
322236,unrelated
322237,unrelated
322242,unrelated
322243,agreed
322238,unrelated
322235,unrelated
322244,unrelated
322240,unrelated
322241,agreed
322245,unrelated
322248,unrelated
322246,unrelated
322251,unrelated
322249,agreed
322247,agreed
322255,unrelated
322253,unrelated
322254,unrelated
322252,agreed
322256,unrelated
322257,unrelated
322258,unrelated
322262,unrelated
322263,unrelated
322260,agreed
322264,agreed
322250,unrelated
322261,agreed
322259,agreed
322265,unrelated
322266,unrelated
322268,agreed
322267,unrelated
322269,unrelated
322270,unrelated
322271,unrelated
322272,unrelated
322275,agreed
322273,agreed
322274,agreed
322276,unrelated
322277,unrelated
322278,unrelated
322279,agreed
322282,agreed
322280,agreed
322281,agreed
322284,agreed
322286,agreed
322287,unrelated
322283,agreed
322285,agreed
322289,unrelated
322288,agreed
322291,unrelated
322290,unrelated
322293,agreed
322295,unrelated
322292,unrelated
322298,unrelated
322294,unrelated
322297,agreed
322299,agreed
322296,unrelated
322300,agreed
322301,agreed
322302,unrelated
322303,agreed
322307,unrelated
322306,unrelated
322310,agreed
322304,unrelated
322312,unrelated
322308,unrelated
322311,agreed
322309,unrelated
322313,unrelated
322316,unrelated
322317,unrelated
322315,agreed
322314,unrelated
322319,agreed
322318,unrelated
322321,disagreed
322320,agreed
322322,unrelated
322324,unrelated
322323,agreed
322325,unrelated
322327,agreed
322326,unrelated
322329,unrelated
322332,unrelated
322334,agreed
322330,unrelated
322328,agreed
322331,agreed
322333,unrelated
322335,unrelated
322337,agreed
322336,agreed
322340,agreed
322338,agreed
322339,agreed
322341,agreed
322345,unrelated
322344,unrelated
322343,unrelated
322342,unrelated
322348,agreed
322346,unrelated
322347,agreed
322349,agreed
322351,disagreed
322353,unrelated
322350,agreed
322354,unrelated
322352,agreed
322357,disagreed
322358,unrelated
322355,unrelated
322356,agreed
322359,unrelated
322361,unrelated
322362,unrelated
322360,unrelated
322363,agreed
322364,unrelated
322367,unrelated
322369,unrelated
322365,unrelated
322370,agreed
322368,unrelated
322366,unrelated
322371,agreed
322374,agreed
322373,agreed
322376,unrelated
322372,unrelated
322375,unrelated
322378,unrelated
322379,unrelated
322377,unrelated
322380,unrelated
322382,unrelated
322381,unrelated
322383,unrelated
322385,unrelated
322384,unrelated
322387,unrelated
322386,unrelated
322388,unrelated
322389,unrelated
322390,unrelated
322391,agreed
322393,agreed
322395,agreed
322392,unrelated
322394,agreed
322396,agreed
322398,unrelated
322400,unrelated
322397,agreed
322399,unrelated
322401,unrelated
322402,unrelated
322403,unrelated
322408,unrelated
322405,unrelated
322406,unrelated
322407,unrelated
322404,agreed
322410,unrelated
322409,unrelated
322411,unrelated
322412,unrelated
322413,unrelated
322417,agreed
322414,unrelated
322415,unrelated
322420,agreed
322416,agreed
322418,unrelated
322419,unrelated
322421,unrelated
322424,agreed
322422,agreed
322423,unrelated
322425,agreed
322426,unrelated
322428,unrelated
322427,unrelated
322429,unrelated
322430,disagreed
322432,agreed
322431,unrelated
322434,agreed
322433,unrelated
322435,unrelated
322438,unrelated
322440,unrelated
322436,unrelated
322439,unrelated
322437,agreed
322442,agreed
322443,unrelated
322441,agreed
322444,agreed
322445,unrelated
322446,unrelated
322448,unrelated
322447,unrelated
322450,unrelated
322449,unrelated
322451,unrelated
322452,agreed
322453,unrelated
322454,agreed
322457,agreed
322455,unrelated
322458,agreed
322456,agreed
322459,agreed
322460,agreed
322463,agreed
322464,agreed
322461,agreed
322465,agreed
322466,unrelated
322468,unrelated
322462,agreed
322467,unrelated
322469,unrelated
322473,unrelated
322470,disagreed
322471,unrelated
322474,disagreed
322477,unrelated
322475,unrelated
322472,unrelated
322479,unrelated
322476,unrelated
322478,agreed
322481,unrelated
322482,unrelated
322480,unrelated
322484,unrelated
322486,unrelated
322488,unrelated
322489,unrelated
322487,unrelated
322491,unrelated
322483,unrelated
322485,unrelated
322490,unrelated
322492,unrelated
322495,agreed
322493,unrelated
322494,unrelated
322498,agreed
322496,unrelated
322499,agreed
322503,unrelated
322500,agreed
322502,unrelated
322497,unrelated
322505,unrelated
322504,unrelated
322501,agreed
322506,unrelated
322507,agreed
322509,unrelated
322508,unrelated
322510,unrelated
322514,unrelated
322513,agreed
322511,unrelated
322516,unrelated
322515,unrelated
322512,unrelated
322518,unrelated
322517,unrelated
322519,unrelated
322520,unrelated
322523,unrelated
322524,agreed
322521,unrelated
322522,agreed
322525,unrelated
322526,unrelated
322527,unrelated
322528,unrelated
322531,unrelated
322529,unrelated
322530,agreed
322532,unrelated
322533,disagreed
322534,unrelated
322536,agreed
322535,unrelated
322539,unrelated
322538,unrelated
322541,agreed
322542,agreed
322537,unrelated
322540,agreed
322546,agreed
322543,unrelated
322544,agreed
322545,unrelated
322548,unrelated
322552,agreed
322547,unrelated
322549,agreed
322550,agreed
322551,agreed
322557,agreed
322558,unrelated
322559,unrelated
322553,agreed
322556,unrelated
322555,unrelated
322554,unrelated
322561,unrelated
322562,unrelated
322560,agreed
322564,agreed
322563,unrelated
322567,unrelated
322566,unrelated
322568,unrelated
322569,agreed
322565,unrelated
322574,unrelated
322573,unrelated
322570,unrelated
322571,agreed
322572,unrelated
322580,unrelated
322576,unrelated
322578,unrelated
322577,unrelated
322582,unrelated
322575,unrelated
322581,unrelated
322584,unrelated
322579,unrelated
322583,unrelated
322585,unrelated
322586,unrelated
322589,unrelated
322587,unrelated
322590,unrelated
322592,unrelated
322591,unrelated
322593,unrelated
322588,unrelated
322595,unrelated
322594,unrelated
322597,unrelated
322596,unrelated
322600,unrelated
322602,unrelated
322601,unrelated
322598,unrelated
322604,unrelated
322603,unrelated
322606,unrelated
322599,unrelated
322605,unrelated
322607,unrelated
322611,unrelated
322608,unrelated
322609,unrelated
322610,unrelated
322613,unrelated
322612,unrelated
322614,agreed
322616,agreed
322615,unrelated
322617,unrelated
322622,agreed
322619,unrelated
322623,unrelated
322620,disagreed
322621,unrelated
322618,unrelated
322625,agreed
322624,unrelated
322627,unrelated
322626,agreed
322628,agreed
322631,unrelated
322632,unrelated
322629,unrelated
322630,agreed
322634,agreed
322633,unrelated
322638,unrelated
322635,agreed
322637,agreed
322636,unrelated
322640,unrelated
322641,unrelated
322642,agreed
322643,agreed
322644,unrelated
322645,unrelated
322647,agreed
322639,unrelated
322646,unrelated
322648,unrelated
322650,unrelated
322649,agreed
322652,agreed
322653,unrelated
322655,unrelated
322651,agreed
322654,agreed
322656,agreed
322660,agreed
322661,unrelated
322658,agreed
322657,unrelated
322662,unrelated
322659,agreed
322663,unrelated
322666,unrelated
322667,unrelated
322671,unrelated
322664,unrelated
322665,unrelated
322672,agreed
322668,unrelated
322669,unrelated
322670,agreed
322673,agreed
322674,agreed
322677,agreed
322678,unrelated
322675,unrelated
322681,agreed
322682,unrelated
322676,agreed
322683,unrelated
322680,unrelated
322679,unrelated
322685,unrelated
322684,agreed
322686,agreed
322687,unrelated
322690,unrelated
322688,agreed
322691,agreed
322692,agreed
322695,agreed
322689,agreed
322693,agreed
322694,unrelated
322696,unrelated
322697,agreed
322700,unrelated
322699,unrelated
322698,unrelated
322701,agreed
322702,agreed
322704,unrelated
322703,agreed
322707,unrelated
322705,unrelated
322709,agreed
322711,agreed
322712,agreed
322708,unrelated
322706,unrelated
322710,agreed
322713,unrelated
322714,agreed
322716,agreed
322717,unrelated
322718,unrelated
322720,agreed
322715,unrelated
322719,agreed
322722,unrelated
322721,agreed
322724,unrelated
322725,agreed
322726,unrelated
322732,agreed
322727,agreed
322728,agreed
322730,agreed
322729,unrelated
322734,agreed
322733,agreed
322731,unrelated
322735,unrelated
322738,unrelated
322737,agreed
322723,agreed
322739,unrelated
322736,agreed
322741,unrelated
322740,unrelated
322742,agreed
322743,disagreed
322747,agreed
322746,unrelated
322745,agreed
322749,unrelated
322748,agreed
322744,agreed
322752,unrelated
322751,agreed
322753,disagreed
322750,agreed
322755,agreed
322754,unrelated
322756,unrelated
322757,agreed
322759,unrelated
322760,unrelated
322762,unrelated
322761,agreed
322763,agreed
322758,unrelated
322764,agreed
322765,unrelated
322766,agreed
322767,unrelated
322773,unrelated
322768,unrelated
322772,unrelated
322769,unrelated
322774,unrelated
322771,unrelated
322777,unrelated
322775,agreed
322770,unrelated
322776,unrelated
322778,unrelated
322780,unrelated
322782,unrelated
322781,unrelated
322779,unrelated
322783,unrelated
322785,disagreed
322784,unrelated
322786,agreed
322787,unrelated
322789,unrelated
322788,unrelated
322791,unrelated
322790,disagreed
322792,agreed
322793,unrelated
322794,unrelated
322795,unrelated
322798,unrelated
322801,disagreed
322796,unrelated
322800,unrelated
322797,unrelated
322799,unrelated
322803,unrelated
322802,unrelated
322805,unrelated
322804,unrelated
322808,unrelated
322807,unrelated
322810,unrelated
322806,agreed
322811,unrelated
322809,disagreed
322815,unrelated
322814,unrelated
322812,unrelated
322813,agreed
322816,unrelated
322820,unrelated
322818,unrelated
322817,disagreed
322819,unrelated
322821,unrelated
322825,unrelated
322822,disagreed
322823,unrelated
322824,unrelated
322826,unrelated
322829,unrelated
322828,unrelated
322827,unrelated
322832,unrelated
322831,unrelated
322830,unrelated
322833,unrelated
322835,unrelated
322837,disagreed
322834,unrelated
322836,unrelated
322838,unrelated
322843,unrelated
322839,unrelated
322844,unrelated
322841,unrelated
322840,unrelated
322842,disagreed
322847,unrelated
322845,unrelated
322846,unrelated
322848,unrelated
322849,unrelated
322851,disagreed
322854,unrelated
322853,unrelated
322852,unrelated
322850,unrelated
322856,unrelated
322855,unrelated
322858,unrelated
322857,unrelated
322859,unrelated
322862,unrelated
322861,disagreed
322860,unrelated
322864,unrelated
322865,disagreed
322863,unrelated
322866,unrelated
322867,unrelated
322871,unrelated
322870,unrelated
322868,unrelated
322869,unrelated
322872,disagreed
322874,disagreed
322873,unrelated
322875,unrelated
322877,unrelated
322876,unrelated
322878,unrelated
322880,unrelated
322879,unrelated
322884,unrelated
322882,unrelated
322886,unrelated
322881,unrelated
322883,unrelated
322885,unrelated
322888,agreed
322887,agreed
322890,unrelated
322889,agreed
322891,unrelated
322894,unrelated
322892,unrelated
322896,unrelated
322893,unrelated
322895,unrelated
322898,unrelated
322897,unrelated
322899,unrelated
322903,unrelated
322901,unrelated
322900,unrelated
322904,unrelated
322905,unrelated
322902,unrelated
322906,unrelated
322908,unrelated
322907,unrelated
322909,unrelated
322911,agreed
322912,agreed
322913,unrelated
322910,unrelated
322915,unrelated
322916,unrelated
322914,unrelated
322917,unrelated
322918,unrelated
322919,disagreed
322922,agreed
322920,unrelated
322924,unrelated
322921,unrelated
322923,unrelated
322926,unrelated
322925,unrelated
322927,unrelated
322928,unrelated
322929,disagreed
322930,disagreed
322932,unrelated
322933,unrelated
322931,unrelated
322935,disagreed
322934,unrelated
322936,unrelated
322937,unrelated
322938,unrelated
322941,unrelated
322940,unrelated
322939,unrelated
322944,unrelated
322943,unrelated
322946,unrelated
322942,agreed
322945,unrelated
322948,unrelated
322949,agreed
322947,unrelated
322951,unrelated
322950,unrelated
322953,unrelated
322954,unrelated
322956,disagreed
322952,agreed
322955,unrelated
322957,agreed
322958,unrelated
322959,unrelated
322961,unrelated
322965,agreed
322960,unrelated
322962,unrelated
322963,unrelated
322964,unrelated
322966,agreed
322967,agreed
322969,agreed
322968,unrelated
322971,unrelated
322972,agreed
322974,unrelated
322970,unrelated
322973,unrelated
322975,unrelated
322977,unrelated
322978,agreed
322979,unrelated
322976,unrelated
322980,agreed
322982,agreed
322981,unrelated
322986,unrelated
322985,agreed
322987,agreed
322983,agreed
322984,agreed
322988,unrelated
322996,unrelated
322997,unrelated
322999,unrelated
323001,unrelated
322998,unrelated
323002,unrelated
323000,unrelated
323003,unrelated
323004,unrelated
323006,unrelated
323007,unrelated
323005,unrelated
323008,unrelated
323010,unrelated
323009,unrelated
323011,unrelated
323016,unrelated
323015,unrelated
323012,unrelated
323014,unrelated
323013,unrelated
323017,unrelated
323021,unrelated
323018,unrelated
323019,unrelated
323022,unrelated
323023,unrelated
323020,unrelated
323024,unrelated
323027,unrelated
323025,unrelated
323026,unrelated
323031,unrelated
323028,unrelated
323029,unrelated
323034,unrelated
323030,unrelated
323032,unrelated
323033,unrelated
323035,unrelated
323036,unrelated
323039,unrelated
323038,unrelated
323037,unrelated
323040,unrelated
323041,unrelated
323042,unrelated
323045,unrelated
